menus_id,名字,收藏,浏览,工艺,口味,时间,难度,主料,辅料
13546,蚝油鸡翅, 30 收藏 , 66476 浏览,烧,咸鲜味,30分钟,新手尝试,"['鸡中翅 400克', '蚝油 25克']","['白酒 8毫升', '生姜 10克', '白皮蒜 15克', '食盐 3克', '老抽 2克', '冰糖 15克']"
8509,黑加仑冰粉, 5 收藏 , 47787 浏览,其它工艺,家常味,数小时,初级入门,"['黑加仑 300克', '冰粉 15克', '开水 700克']",['淀粉或面粉 2汤匙']
13627,年夜饭-展翅高飞可乐翅爪，新一年能飞能, 397 收藏 , 2895 浏览,炖,咸鲜味,30分钟,未知,"['翅中 若干', '鸡爪 若干', '可乐 300毫升']","['料酒 适量', '姜片 若干', '生抽 适量', '老抽 适量', '八角 3个', '葱末 适量']"
2935,海鱼炖豆腐, 0 收藏 , 4760 浏览,炖,咸鲜味,15分钟,未知,"['小海鱼 10条', '豆腐 8两']","['葱姜蒜红椒 少许', '生抽酱油 适量', '盐 少许', '豆瓣酱 一勺', '辣豆豉酱 一勺', '香葱碎 少许', '料酒 适量', '花椒 几粒']"
12509,酸菜鱼, 3061 收藏 , 33629 浏览,煮,酸辣味,30分钟,中级掌勺,"['草鱼 1条', '酸菜 400克', '鸡蛋 1个', '泡椒 50克']","['食盐 3克', '白胡椒粉 1克', '葱 10克', '姜 3克', '小米椒 5个', '野山椒 10粒', '料酒 2勺', '淀粉 2克', '干辣椒 适量', '花椒 30粒', '油 适量']"
1024,红烧带鱼, 10005 收藏 , 80488 浏览,烧,咸鲜味,15分钟,新手尝试,['带鱼 500克'],"['油 50毫升', '蒜瓣 10克', '小葱 10克', '生姜 10克', '黄酒 40毫升', '红烧酱油 30毫升', '生粉 少许']"
4042,鱼香肉丝, 4 收藏 , 3119 浏览,炒,酸甜味,10分钟,未知,"['猪里脊 一碗', '土豆 适量', '胡萝卜 一点', '青椒 适量']","['姜 一点儿', '郫县豆瓣酱 适量', '番茄酱 一袋']"
5683,锅包肉, 441 收藏 , 74564 浏览,炸,酸甜味,30分钟,中级掌勺,"['里脊肉 3两左右', '大葱白 适量', '胡萝卜 适量', '鸡蛋 1个']","['盐 适量', '淀粉 适量', '油 适量', '白醋 适量', '白糖 适量']"
12014,糖醋荷包蛋, 17 收藏 , 52003 浏览,煎,酸甜味,15分钟,初中水平,"['鸡蛋 4个', '香菜 1根']","['老陈醋 1匙', '细砂糖 1匙', '生抽 1匙', '蚝油 1匙']"
6374,照烧鸡腿, 1634 收藏 , 25257 浏览,烧,咸鲜味,15分钟,新手尝试,['鸡腿 3根'],"['酱油 1勺', '白砂糖 1勺', '盐 1克', '水 2勺', '料酒 2勺', '白胡椒粉 少许']"
7785,醋溜土豆丝, 20 收藏 , 4834 浏览,炒,酸辣味,15分钟,初级入门,['土豆 200克'],"['尖椒 20克', '醋 2勺', '葱 5克']"
13044,凉拌海带, 1 收藏 , 6342 浏览,拌,家常味,10分钟,初中水平,['海带 200克'],"['大蒜 凉拌', '香葱 两根', '香醋 适量', '生抽 两勺', '小米辣 几个', '辣椒油 适量', '盐 适量']"
14781,菠萝咕噜肉, 206 收藏 , 89588 浏览,炒,酸甜味,15分钟,高级厨师,"['里脊肉 一块', '青红椒 两个', '菠萝 半个']","['白糖 一勺半', '白胡椒粉 0.1克', '鸡蛋 一个', '红薯淀粉 适量', '面粉 适量', '番茄酱 三勺', '水淀粉 适量']"
4452,虾肉萝卜烧卖, 10 收藏 , 6415 浏览,蒸,咸鲜味,30分钟,中级掌勺,"['绿萝卜 150克', '虾肉 100克', '饺子粉 200克']","['热水 适量', '植物油 1勺', '白胡椒粉 少许', '盐 1勺', '生抽 少许']"
1594,日式豆腐蒸肉靡, 10 收藏 , 5592 浏览,蒸,家常味,10分钟,未知,"['日式豆腐 2个', '胡萝卜 1个', '猪肉靡 100克', '盐 2克', '味精 0.5克', '生抽 6克', '料酒 4克', '姜 2片', '淀粉 8克']",['葱 少许']
7655,凉拌拍黄瓜, 105 收藏 , 22213 浏览,拌,咸鲜味,10分钟,新手尝试,"['黄瓜 2根', '香醋 5克', '生抽 20克', '芝麻油 10克', '糖 15克', '盐 2克', '蒜米 4瓣']",['辣椒 3个']
13588,黄鱼烧豆腐, 16 收藏 , 53418 浏览,烧,家常味,15分钟,新手尝试,"['黄鱼 2条', '葱 1段', '生姜 1小块', '辣椒(红，尖，干) 4根', '大蒜 1个']","['淀粉 少许', '料酒 1汤匙', '盐 1茶匙', '酱油 1汤匙', '黄豆酱 1大匙', '白糖 1/2汤匙', '醋 少许']"
11319,香葱鲜肉生煎包, 8 收藏 , 51064 浏览,煎,家常味,30分钟,初级入门,"['面粉 500克', '猪肉 500克', '香葱 100克']","['酵母 5克', '糖 20克', '盐 0.5茶匙', '生抽 2汤匙', '蚝油 1茶匙', '芝麻油 1茶匙', '花生油 少许', '炒香黑芝麻 少许']"
3106,香菇鹌鹑蛋炖鸡腿, 8 收藏 , 3517 浏览,炖,咸鲜味,30分钟,未知,"['鸡腿 1个', '香菇 50克', '鹌鹑蛋 50克', '蒜 5克', '姜 3克', '葱 5克', '花椒 3克', '八角 3克']","['油 1勺', '料酒 0.5勺', '糖 0.5勺', '一品鲜酱油 1勺', '韩式辣酱 2勺', '盐 1匙', '味精 0.2匙']"
7874,冰糖炖雪梨, 74 收藏 , 21118 浏览,炖,甜味,60分钟,未知,['雪梨 1个'],"['冰糖 3块', '枸杞 适量', '盐 3克']"
9424,糖醋里脊, 82 收藏 , 57084 浏览,炒,酸甜味,15分钟,初级入门,"['里脊 300克', '蛋清 1个']","['盐 1勺', '酱油 少许', '淀粉 适量', '葱花 1根', '姜 2片', '番茄酱 少许', '白芝麻 少许']"
8327,宫保鸡丁, 282 收藏 , 2556 浏览,炒,家常味,30分钟,未知,"['黄瓜 1条', '胡萝卜 小节', '鸡胸肉 1块', '花生 适量', '豆瓣酱 1勺']","['油 适量', '盐 适量', '耗油 适量', '醋 适量', '糖 适量', '酱油 适量', '淀粉 适量']"
5646,西芹炒香干, 5 收藏 , 2562 浏览,炒,咸鲜味,5分钟,新手尝试,"['西芹 300克', '香干 1块']",['豆瓣酱 1勺']
5601,乌白菜炒凤尾菇, 12 收藏 , 7429 浏览,炒,家常味,5分钟,初中水平,"['白菜 400克', '平菇 150克']","['盐 2克', '油 15毫升', '大蒜 3瓣']"
6226,小炒四季豆, 7708 收藏 , 59656 浏览,炒,家常味,10分钟,初级入门,"['四季豆 300克', '五花肉 150克']","['葱姜蒜 适量', '老抽 1茶匙', '生抽 1茶匙', '食盐 适量', '干辣椒 5个']"
9700,凉拌苦瓜, 14 收藏 , 50239 浏览,其它工艺,苦香味,5分钟,新手尝试,"['苦瓜 适量', '黑木耳 适量']","['食盐 适量', '味精 适量', '香油 适量', '白糖 适量', '白醋 适量']"
6804,白肉凉面, 720 收藏 , 8122 浏览,拌,家常味,5分钟,新手尝试,"['新鲜二刀肉 80克', '凉面 100克']","['大蒜 3瓣', '老姜 10克', '白糖 3克', '红油 20克', '酱油 15克', '陈醋 6克', '花椒粒 1', '葱 3根', '料酒 10克', '盐 适量']"
7542,西安回民粉蒸肉, 1641 收藏 , 20186 浏览,蒸,五香味,一天,中级掌勺,"['牛腩 1000克', '面粉 150克']","['五香粉 2茶匙', '料酒 50克', '生抽 2汤匙', '白芷 5克', '花椒 30克', '葱 1/2根', '姜 4片', '食盐 25克', '鸡精 1茶匙']"
4130,蒜蓉炒菠菜, 576 收藏 , 10401 浏览,炒,蒜香味,5分钟,新手尝试,"['菠菜 500克', '蒜 1头']","['盐 适量', '植物油 15克']"
2729,爽脆凉拌黄瓜, 1 收藏 , 2942 浏览,拌,其它口味,30分钟,未知,['黄瓜 两根'],"['小葱 三颗', '花椒粉 1/3小勺', '大蒜 一个', '新鲜小米辣 4个', '白芝麻 一小勺', '干辣椒面 一大勺', '香油 两大勺', '白砂糖 1/2小勺', '生抽 三大勺', '香醋 一大勺']"
6019,菠菜瘦肉粥, 2616 收藏 , 17813 浏览,煮,咸鲜味,30分钟,初级入门,"['大米 60克', '菠菜 3棵', '猪里脊肉 50克']","['水 适量', '盐 1茶勺', '鸡精 1茶勺']"
10507,西红柿牛腩, 334 收藏 , 9633 浏览,炖,酸甜味,60分钟,初中水平,"['牛腩 800克', '西红柿 4个']","['香葱 2根', '大蒜 1个', '大葱 1根', '生姜 适量', '冰糖 适量', '八角 适量', '番茄酱 2勺', '料酒 适量', '生抽 适量', '食用油 适量']"
9690,豆腐煲, 2097 收藏 , 16532 浏览,煮,家常味,15分钟,新手尝试,"['豆腐块 500克', '五花肉 100克']","['葱 少许', '姜 适量', '蒜 适量', '小米辣 适量', '盐 一勺', '生抽 一勺', '蚝油 一勺']"
13664,酱焖棒骨, 398 收藏 , 7038 浏览,炖,香辣味,90分钟,未知,['大棒骨 4斤'],"['姜 适量', '八角 适量', '黄豆酱 半碗', '生抽 两勺', '老抽 一勺', '蒜 适量', '干辣椒 适量', '香叶 适量', '桂皮 适量']"
8839,蒸薄饼  宝宝辅食食谱, 18 收藏 , 4616 浏览,烙,家常味,10分钟,新手尝试,"['普通面粉 150克', '盐 2克 ', '玉米油 适量', '水 80克']",['蔬菜丝 / 肉丝 适量']
6435,蜜汁叉烧琵琶腿, 28 收藏 , 44291 浏览,烤,其它口味,60分钟,新手尝试,['鸡腿 820克'],"['李锦记叉烧酱 四勺', '蜂蜜（腌制） 一勺', '耗油 一勺', '蜂蜜（烤制） 一勺', '蒜 3瓣', '黑胡椒粉 研磨五下']"
13943,酱爆茄子, 1066 收藏 , 17450 浏览,炒,家常味,5分钟,初级入门,['茄子 500克'],"['油 1勺', '盐 1小勺', '青椒 1个', '红椒 1个', '生姜 1块', '大蒜 1颗', '蚝油 1勺', '鸡精 1小勺']"
5041,炒鸡蛋, 25 收藏 , 35847 浏览,炒,家常味,15分钟,新手尝试,['鸡蛋 4个'],"['青辣椒 2个', '红辣椒 2个', '香葱 15克', '白皮蒜 15克', '豆豉 10克', '食盐 2克', '食用油 25克', '生抽 8毫升']"
5647,鸡公煲, 70 收藏 , 13113 浏览,炖,咸鲜味,60分钟,初级入门,"['鸡腿 200克', '鸡翅 200克', '香菇 50克', '洋葱 50克', '西芹 50克', '青椒 50克']","['料酒 适量', '海鲜酱油 1勺', '胡椒粉 1勺', '盐 1勺', '葱 适量', '姜 适量', '干辣椒 适量', '花椒 适量', '豆瓣酱 1勺', '甜面酱 1勺', '白糖 适量', '啤酒 500毫升', '青红椒 适量', '香菜 适量']"
14185,虾酱炒鸡蛋, 4 收藏 , 3187 浏览,炒,家常味,10分钟,未知,"['虾酱 1茶匙', '鸡蛋 2个', '韭菜 适量']",['油 适量']
6466,干锅香辣鸡块, 29 收藏 , 77359 浏览,炒,香辣味,15分钟,新手尝试,"['鸡腿    550克', '菜花 100克', '青椒 1个', '白玉菇 80克', '蟹味菇 100克']","['葱 1段', '姜 3片', '干辣椒 3个', ' 郫县豆瓣酱 1大勺', '糖 7克', '盐 适量', '料酒 1大勺']"
10172,金笋百合小炒, 13 收藏 , 6927 浏览,炒,家常味,10分钟,新手尝试,"['胡萝卜 150克', '百合 80克', '萝卜干 30克', '洋葱 50克', '香菜 15克', '蒜 5克', '茶籽油 10克', '麻油 5克']","['酱油 1匙', '蚝油 1匙', '盐 1克', '鸡粉 1克']"
12487,小蜜蜂馒头, 375 收藏 , 5036 浏览,蒸,家常味,15分钟,初级入门,"['面粉 400克', '南瓜泥 200克']","['酵母粉 4克', '白糖 5克', '可可粉 2克']"
9244,香辣炒面, 39 收藏 , 38550 浏览,炒,香辣味,10分钟,新手尝试,['面条（生） 200克'],"['猪肉 100克', '生抽 2茶匙', '黄酒 1茶匙', '蚝油 1茶匙', '拌饭酱 1茶匙', '葱 1小段', '干辣椒 2个', '盐 1茶匙', '洋葱 1个', '青辣椒 1根', '植物油 2.5汤匙', '淀粉 2茶匙']"
2711,番茄牛尾骨汤【宝宝辅食】, 23 收藏 , 2663 浏览,煮,家常味,10分钟,新手尝试,"['牛尾骨 200克', '胡萝卜 50克', '圆葱 40克', '西红柿 1个']","['土豆 1个', '玉米油 / 鲜菇粉  盐 / 葱段 / 姜片 / 番茄酱 适量']"
11547,红烧带鱼, 428 收藏 , 1447 浏览,煮,咸鲜味,15分钟,初级入门,"['带鱼  3条', '玉米淀粉 一碗']","['干辣椒  2个 ', '葱 一把', '蒜粒 一把', '玉米油 适量 ', '料酒 3勺', '冰糖老抽 2勺', '味极鲜酱油 3勺', '冰糖 一把', '清水 适量', '盐 1勺']"
4276,香煎鸡翅包饭, 13 收藏 , 1442 浏览,煎,香辣味,2小时,中级掌勺,"['鸡翅 12只', '糯米 一碗', '葱姜蒜末 适量', '干香菇 4朵']","['油 一勺', '盐 少许', '蚝油 两勺', '生抽 三勺', '料酒 一勺', '黑胡椒粉 适量', '辣椒粉 适量', '孜然粉 适量']"
2376,魔芋烧鸭, 295 收藏 , 4133 浏览,烧,家常味,60分钟,中级掌勺,"['鸭子 半只', '豆瓣酱 两勺', '魔芋 一块', '生姜 一个', '辣椒 几个']","['油 适量', '料酒 两勺', '生抽 几勺', '水 适量', '八角 两个', '桂皮 一片', '香叶 两片']"
14773,青椒炒肉皮, 2 收藏 , 1524 浏览,炒,酱香味,30分钟,中级掌勺,"['肉皮 一盘', '青辣椒 4个', '葱姜蒜 适量', '八角 两个', '桂皮 一根', '香叶 两片', '草果 一个']","['油 适量', '盐 适量', '酱油 一勺', '黄豆酱 一勺']"
11322,西芹炒肉丝, 2 收藏 , 1237 浏览,炒,咸鲜味,15分钟,初级入门,"['西芹    一把', '胡萝卜 一段', '肉丝 一碗']","['姜片   2片', '料酒 1勺 ', '玉米油 一点点', '生抽 1勺', '盐 1勺']"
9991,毛豆炒肉丁, 0 收藏 , 1191 浏览,炒,酱香味,15分钟,初中水平,"['毛豆 300克', '猪肉 200克']","['植物油 适量', '盐 适量', '姜 5克', '料酒 10克', '辣椒酱 一大勺', '花椒粉 1克']"
6098,自制凉皮, 223 收藏 , 1673 浏览,其它工艺,家常味,10分钟,新手尝试,"['中裕多用途麦芯粉 400克', '紫甘蓝 少许', '黄瓜丝 少许', '白糖 少许']","['生抽 2勺', '醋 2勺', '辣椒油 1勺', '香油 1勺', '盐 半勺']"
5197,四川黄凉粉, 8 收藏 , 4489 浏览,煮,香辣味,数小时,初级入门,['纯豌豆粉 150克'],"['盐 适量', '纯净水 900克']"
640,毛豆炒鸡蛋, 3 收藏 , 1292 浏览,炒,家常味,15分钟,未知,"['毛豆 300克', '鸡蛋 2个']",['小米辣 2个']
4066,麻辣豆腐虾, 11 收藏 , 998 浏览,煎,麻辣味,30分钟,新手尝试,"['豆腐 300克', '海虾 6只']","['麻辣香锅料 适量', '油 适量', '葱姜 少许']"
5370,舔手指的蒜香鸡翅，香味捅破天花板！, 3 收藏 , 1569 浏览,烤,家常味,15分钟,初级入门,['鸡翅 8个'],"['蚝油 1勺', '生抽 1勺', '米醋 0.5勺', '蒜 半头', '小葱 1根', '香菜 1根', '胡椒粉 少许', '花生碎 少许', '香油 少许', '纯净水 少许']"
2469,酸汤鱼, 3 收藏 , 1545 浏览,炖,酸味,30分钟,初中水平,"['花鲢鱼 700克', '蟹味菇 300克']","['植物油 适量', '盐 适量', '酸汤肥牛底料 110克', '姜 20克']"
8397,虾仁鸡蛋, 0 收藏 , 3368 浏览,煎,咸鲜味,10分钟,未知,"['鸡蛋 2个', '虾仁 5-6只']","['花生油 少许', '盐 少许', '胡椒粉 少许', '白醋 少许']"
1050,蒜薹炒肉丝, 3 收藏 , 1510 浏览,炒,家常味,5分钟,新手尝试,"['蒜薹 500克', '猪肉 300克']","['红萝卜 1根', '姜 2片', '蒜 2瓣', '酱油 1勺', '鸡精 1点']"
13605,宝宝纯素四喜丸子【宝宝辅食】, 1 收藏 , 1251 浏览,蒸,咸鲜味,30分钟,新手尝试,"['豆腐 180克', '山药 60克', '香菇 2个', '淀粉 30克', '胡萝卜 15克', '油菜 7棵']","['油 适量', '酱油 适量', '葱花 适量', '盐 适量', '鲜菇粉 适量']"
824,红油凉皮, 24 收藏 , 11925 浏览,拌,香辣味,10分钟,中级掌勺,['凉皮 200克 '],"['老姜 2片', '大蒜 2瓣', '小葱 1颗', '香菜 1颗', '小米辣 2个', '酱油 3勺', '香醋 2勺', '油泼辣子 1大勺', '花椒油 1勺', '细砂糖 0.5勺', '盐 1勺']"
12197,红薯炖茄子, 328 收藏 , 3155 浏览,炖,家常味,30分钟,未知,"['茄子 2个', '红薯 一个', '肉馅 少许']","['土豆 一个', '葱姜蒜 少许', '料酒 少许', '酱油 少许', '十三香 少许', '盐 少许', '鸡精 少许', '玉米油 适量']"
13649,香葱培根面包, 447 收藏 , 6985 浏览,烘焙,家常味,30分钟,新手尝试,"['高筋面粉 520克', '低筋面粉 100克', '奶粉 30克', '细砂糖 60克', '盐 6克', '水 ±330毫升', '鸡蛋 2个', '酵母 6克', '黄油 60克']","['葱段 60克', '培根 2条', '黑椒碎 5克', '盐 2克', '黄油 30克']"
6866,咖喱鸡肉炊饭, 39 收藏 , 76837 浏览,煮,咖喱味,60分钟,初级入门,"['大米 1.5杯', '水 1.8杯', '鸡胸肉 150克', '咖喱 1/2克', '洋葱 1/2个', '胡萝卜 1/2个', '红椒 1/2个']","['生抽 2克', '料酒 3克', '淀粉 3克', '白糖 3克', '花生油 适量']"
1825,西红柿炒蛋, 82 收藏 , 29723 浏览,炒,酸甜味,15分钟,初中水平,"['番茄 2个', '鸡蛋 3个', '西芹 半根', '蒜头 3个']","['细砂糖 1小匙', '盐 少许']"
12929,香辣烤豆腐, 24 收藏 , 6530 浏览,烤,香辣味,30分钟,新手尝试,"['老豆腐 1块', '烧烤酱 适量']","['辣椒粉 一勺', '孜然粉 一勺', '白芝麻 两勺', '盐 一勺']"
8758,香辣肉末茄子, 3 收藏 , 10274 浏览,炒,酱香味,10分钟,初级入门,['茄子 2个'],"['洋葱 适量', '猪肉 (末)1两']"
6379,辣椒炒肉, 118 收藏 , 92506 浏览,炒,香辣味,10分钟,初级入门,"['瘦肉 200克', '辣椒 100克']","['油 2汤匙', '盐 0.5茶匙', '糖 0.5茶匙', '生抽 1茶匙', '料酒 1茶匙', '蚝油 1茶匙', '生粉 1.5茶匙', '老抽 0.5茶匙', '姜 5克', '大蒜 10克', '香菜 2根']"
9774,独面筋, 12 收藏 , 24011 浏览,焖,家常味,10分钟,新手尝试,"['面筋 150克', '黄瓜 50克']","['白糖 10克', '精盐 5克', '酱油 20毫升', '淀粉 3克', '料酒 1毫升', '葱 5克', '姜 5克', '蒜 5克', '大料 2克']"
3489,生滚牛肉粥, 17 收藏 , 14541 浏览,煮,家常味,60分钟,新手尝试,"['大米 80克', '牛肉 150克']","['姜 1块', '葱 1根', '油 适量', '盐 3克']"
8927,猪肉胡萝卜糯米丸, 2 收藏 , 1421 浏览,蒸,家常味,30分钟,未知,"['糯米 100克', '梅头肉 100克', '胡萝卜 50克']","['食盐 少许', '酱油 少许']"
11708,炒土豆丝, 3 收藏 , 1183 浏览,炒,家常味,15分钟,未知,"['土豆 1个', '青椒 1条']","['油盐 适量', '葱姜蒜 适量']"
13163,红烧带鱼, 215 收藏 , 103687 浏览,烧,家常味,15分钟,初级入门,['带鱼 2条'],"['花椒 适量', '淀粉 2勺', '八角 1个', '干红辣椒 2个', '生抽 适量', '老抽 适量', '白糖 适量', '醋 适量', '盐 适量', '面粉 2勺', '葱姜 适量']"
10498,酸辣白菜, 15 收藏 , 3187 浏览,炒,酸辣味,10分钟,未知,['白菜梆子 适量'],"['葱姜蒜碎 适量', '花椒 少许', '干辣椒 4只', '香醋 适量', '盐 少许', '鸡精 少许']"
6216,凉拌杏鲍菇, 10 收藏 , 7321 浏览,拌,酸辣味,15分钟,未知,"['杏鲍菇 一大个', '芝麻油 适量', '香菜 1小把', '大蒜酱 1勺', '红辣椒 1个', '鲍鱼汁 1勺', '生抽 1勺', '盐 适量', '黑胡椒碎 适量', '白醋 1勺']",['无 无']
6294,红烧羊肉萝卜, 6 收藏 , 13651 浏览,烧,麻辣味,60分钟,新手尝试,"['羊肉 500克', '白萝卜 250克', '水 420毫升']","['辣椒酱 25克', '盐 4克', '料酒 30毫升', '老抽 20毫升', '生抽 10毫升', '白糖 适量', '花椒 适量', '葱 3段', '姜 三片', '朝天椒 9个', '草果 1个', '良姜 3片', '桂皮 适量', '八角 1个']"
1787,香辣板栗鸡肉煲, 66 收藏 , 6433 浏览,煮,香辣味,30分钟,初级入门,"['鸡翅根 10个', '板栗仁 250克', '胡萝卜 1根', '芹菜 100克']","['呷哺麻辣火锅底料 半袋', '食用油 适量']"
8690,鲜嫩可口的烤鲫鱼, 0 收藏 , 2152 浏览,烤,咸鲜味,60分钟,未知,['鲫鱼 1000克'],"['料酒 适量', '胡椒粉 少许', '玉米油 适量', '葱姜 少许', '盐 少许', '孜然烧烤料 适量']"
6070,板栗焖羊肉, 22 收藏 , 17371 浏览,炖,家常味,60分钟,中级掌勺,"['羊肉 500克', '香葱 30克', '板栗 250克', '香菜 20克', '大蒜 8克', '姜 5克']","['冰糖 15克', '料酒 1大勺', '酱油 1大勺', '醋 1勺', '八角 2个', '香叶 4片', '盐 适量', '枸杞 少许']"
14430,家常卤牛肉(?′?`?), 0 收藏 , 14937 浏览,卤,家常味,数天,未知,['牛腱子 两斤半'],"['大葱 两段', '盐 3勺', '老抽 50毫升', '香葱 5条', '茴香 约50粒', '花椒 约50粒', '八角 2个', '草果 1个', '香叶 4片', '桂皮 1小段', '生姜 4片']"
14341,白菜牛肉炖粉丝, 12 收藏 , 7587 浏览,炖,咸鲜味,30分钟,未知,"['娃娃菜 一颗', '牛肉 适量', '粉丝 一把']","['姜 四片', '蒜 四粒', '葱 三颗', '生抽 二勺', '老抽 半勺', '盐 适量']"
5032,素蟹粉豆腐, 22 收藏 , 12602 浏览,煮,家常味,15分钟,新手尝试,"['嫩豆腐 3块', '南瓜  200克', '蒜  6克', '小葱 5克', '生粉  3克', '色拉油 8克']","['盐 3克', '胡椒粉  1克', '鸡粉  0.5克']"
12289,水煮酸菜鱼, 7 收藏 , 12728 浏览,煮,酸辣味,15分钟,初中水平,"['乌鳢 1000克', '酸菜 265克']","['干辣椒 10克', '剁椒 20克', '泰椒 8克', '蒜 8克', '姜 10克', '葱 10克', '花椒 15克', '郫县豆瓣酱 7克', '鸡蛋清 15克', '黄酒 5克', '白胡椒粉 2克', '生抽 10克', '植物油 4汤匙']"
7134,干豆角红烧肉, 12 收藏 , 52751 浏览,烧,家常味,30分钟,高级厨师,['连皮五花肉 一块'],"['油 一勺', '盐 一撮', '葱 两颗', '干豆角 一把', '八角 两个', '桂皮 一大片', '生抽 一大勺', '酱油 两勺', '冰糖 几颗']"
9571,爽口拌黄瓜, 2 收藏 , 2961 浏览,拌,家常味,5分钟,新手尝试,"['黄瓜 150克', '洋葱 30克', '花生米 30克', '香菜 10克']","['盐 1勺', '蚝油 1勺', '酱油 1勺']"
13703,双茹烧三黄鸡, 305 收藏 , 2308 浏览,炖,酱香味,30分钟,初中水平,"['三黄鸡 700克', '鲜香菇 300克', '鲜虫草花 100克']","['生姜 15克', '小葱 2根', '料酒 2中勺', '轻盐酱油 1大勺', '红烧酱油 半大勺', '辣椒酱 2中勺', '葵花籽油 1大勺']"
6566,炸藕盒, 30 收藏 , 37624 浏览,炸,家常味,15分钟,新手尝试,"['藕 800克', '猪肉馅 500克']","['大葱 适量', '姜 适量', '老抽 适量', '盐 适量', '面粉 适量', '调和油 适量']"
3696,凉拌山药黑木耳, 4350 收藏 , 44418 浏览,拌,家常味,30分钟,初级入门,['山药 1根'],"['黑木耳 少许', '青椒 少许', '枸杞 少许', '盐 1小勺', '醋 1大勺', '酱油 1大勺', '糖 1小勺', '亚麻籽油 1小勺']"
2760,锅包肉, 0 收藏 , 5256 浏览,炸,酸甜味,15分钟,未知,['外脊肉 300克'],"['白糖 适量', '苹果醋 适量', '生抽 半勺', '番茄沙司 适量', '葱姜 少许', '香菜梗 适量', '精盐 少许', '五香粉 少许']"
3176,素炒红苋菜, 22 收藏 , 11553 浏览,炒,家常味,10分钟,新手尝试,"['红苋菜 460克', '蒜米 3瓣', '食用油 10克']",['盐 2克']
3629,凉拌黄瓜干, 19 收藏 , 57811 浏览,拌,咸鲜味,5分钟,初中水平,"['黄瓜干 30克', '花生 适量', '木耳 秋木耳20克']","['葱丝 少许', '生抽 1勺', '糖 适量', '盐 半勺', '醋 1勺']"
816,回锅肉, 9 收藏 , 37648 浏览,炒,香辣味,30分钟,初级入门,"['五花肉 200克', '青蒜 200克']","['花生油 5汤匙', '青椒 1个', '黑胡椒粉 0.5茶勺', '精盐 1茶勺', '酱油 1汤匙', '料酒 1汤匙', '郫县豆瓣酱 1汤匙', '葱 1段', '姜 2片', '绵白糖 1茶勺', '花椒 1汤匙']"
1042,麻油仔姜鸡, 1939 收藏 , 14721 浏览,炒,姜汁味,15分钟,高级厨师,"['鸡 1只', '仔姜 300克']","['油 3毫升', '盐 5克', '麻油 2毫升', '生抽 3毫升', '料酒 1毫升', '香葱 10克', '高汤 1碗']"
6919,红烧带鱼段, 110 收藏 , 46858 浏览,烧,咸鲜味,15分钟,初级入门,"['带鱼 500克', '老抽 15克', '醋 15克', '料酒 10克', '冰糖 6颗']","['淀粉 适量', '葱姜 适量', '白胡椒粉 少量', '盐 适量']"
4570,美味回锅肉, 7 收藏 , 34735 浏览,炒,家常味,10分钟,初级入门,['五花肉 400克'],"['食油 15克', '大蒜 适量', '青蒜苗 3根', '姜 适量', '花椒 适量', '生抽 适量', '青红椒 各二个', '豆瓣酱 1勺']"
10090,菠菜炒鸡蛋, 0 收藏 , 5205 浏览,炒,家常味,10分钟,未知,"['菠菜 2根', '鸡蛋 3个', '盐 半勺', '白糖 少许']","['红椒碎 少许', '大葱 少许']"
10964,粉蒸肉, 25 收藏 , 44779 浏览,蒸,家常味,15分钟,初级入门,"['五花肉 350克', '五香蒸肉粉 60-100克']","['生抽 2汤勺', '老抽 半汤勺', '料酒 2汤勺', '姜丝 少许', '糖 适量', '葱花 适量', '水 少许']"
3967,红烧带鱼, 98 收藏 , 12960 浏览,烧,家常味,30分钟,初级入门,['带鱼 800克'],"['姜 3克', '料酒 半茶勺', '醋 2茶勺', '糖 2茶勺', '蒜 2瓣', '生抽 10毫升', '盐 1茶勺', '鸡蛋 1个', '淀粉 适量', '花椒粉 半茶勺', '水 适量']"
3518,香菇酱蒸排骨, 51 收藏 , 149501 浏览,蒸,家常味,15分钟,初中水平,"['排骨 400克', '香菇酱 1汤匙']","['盐 3克', '酱油 5克', '糖 2克', '香油 2克', '淀粉 1汤匙', '小葱 少许']"
11095,拌杏仁茄子, 7 收藏 , 5236142 浏览,拌,家常味,10分钟,新手尝试,"['茄子 1个', '杏仁(大) 30克', '番茄 1个']","['辣椒酱 1茶匙', '生抽 1汤匙', '香醋 2/1汤匙', '鸡粉 41茶匙']"
2777,蚝油香菇油菜, 140 收藏 , 132734 浏览,炒,家常味,10分钟,初级入门,"['油菜 400克', '香菇 200克']","['花生油 2汤匙', '食盐 3克', '蒜 4瓣', '蚝油 3茶匙', '生抽 2茶匙', '高汤 1/2碗', '水淀粉 小半碗']"
9648,炝炒空心菜, 66 收藏 , 39511 浏览,炒,家常味,10分钟,初级入门,['空心菜 500克'],"['蒜 2瓣', '干辣椒 5个', '盐 2茶勺']"
3437,剁椒炒西兰花, 13012 收藏 , 134181 浏览,炒,家常味,5分钟,新手尝试,['西兰花 1个'],"['剁椒 2汤勺', '蒜瓣 适量', '盐 2克', '食用油 适量', '水 适量']"
